argument_id|topic|unitType|content
6762| Health insurance cooperatives|premise|Sen.
6763| Health insurance cooperatives|conclusion|Insurance co-ops self-sustaining, need no taxpayer support.
6763| Health insurance cooperatives|premise|Sen.
6764| Health insurance cooperatives|conclusion|Co-ops can scale in a decentralized and community-focused manner.
6764| Health insurance cooperatives|premise|It is not a necessary factor for individual co-ops to be able to scale.
6765| Health insurance cooperatives|conclusion|Co-ops are more community-focused than insurance companies.
6765| Health insurance cooperatives|premise|"Darla Andrews, a member of the Minneapolis-based Health Partners, was reported saying in an August 2009 CNN article: ""I like the small community feel of here."
6766| Health insurance cooperatives|conclusion|Co-ops cannot scale to compete with insurers like public plan.
6766| Health insurance cooperatives|premise|"Sanjay Gupta said on Anderson Cooper 360 in August of 2009: ""looking at a lot of these historical knowledge of co-ops, unless you get scale -- hundreds of thousands of people participating -- it is hard for a co-op to compete against a private insurance company, which is why the people who are such supporters of the public option are crying foul."
6767| Health insurance cooperatives|conclusion|Health insurance co-ops cannot scale as quickly as public insurance.
6767| Health insurance cooperatives|premise|A public plan can scale within two to five years, with massive injections of public funds.
6768| Health insurance cooperatives|conclusion|Health co-ops cannot scale to solve problem of uninsured.
6768| Health insurance cooperatives|premise|This is an extension of the above argument that co-ops have trouble scaling, but focuses on the outcome of solving the massive problem of around 47 million uninsured Americans.
6769| Health insurance cooperatives|conclusion|Co-ops lack scale to negotiate prices of drugs, services.
6769| Health insurance cooperatives|premise|"""cooperatives would lack the scale and authority to negotiate lower rates with drug companies and other providers, collect wide data on outcomes, or effect major change in the system."
6770| Health insurance cooperatives|conclusion|Co-ops are a successful model for health insurance.
6770| Health insurance cooperatives|premise|"""The co-op concept is also longstanding and widespread in the insurance sector, where it is known as a ""mutual"" insurance company."
6771| Health insurance cooperatives|conclusion|Widespread co-op model can succeed in health insurance.
6771| Health insurance cooperatives|premise|"North Dakota Democrat Kent Conrad said in a June 2009 interview with Ezra Klein: ""the co-op model has proven very effective across many different models."
6772| Health insurance cooperatives|conclusion|Health insurance co-ops are too unestablished to rely on.
6772| Health insurance cooperatives|premise|"Timothy Stoltzfus, a law professor at Washington and Lee University and a writer on health care policy, said in August of 2009: ""The fact that not many  exist now shows us there's not a viable model to compete with private insurers."
6773| Health insurance cooperatives|conclusion|Health care co-ops have a history of insolvency and failure.
6773| Health insurance cooperatives|premise|"""apart from Group Health and Health Partners, the history of nonprofit HMOs is littered with failures."
6774| Health insurance cooperatives|conclusion|Co-ops will not necessarily work in health insurance.
6774| Health insurance cooperatives|premise|"""As it turns out, faith in health insurance co-ops comes from a lot of examples that don't have anything to do with health care, even remotely! As pretty CNN hologram Jessica Yellin explained to birther fanatic Lou Dobbs, health care co-ops proponent Senator Kent Conrad was specifically inspired by an entirely different kind of co-op."
6775| Health insurance cooperatives|conclusion|Non-profit co-ops have lower administrative costs and premiums.
6775| Health insurance cooperatives|premise|"Sanjay Gupta: ""If you look at the co-op across the board they have a couple of things going for them."
6776| Health insurance cooperatives|conclusion|Co-ops would compete with and improve health insurance.
6776| Health insurance cooperatives|premise|"""Q: How could a co-op offer a better alternative?  A: Co-ops presumably would reduce or eliminate some costs, including profits, to compete effectively with private insurers."
6777| Health insurance cooperatives|conclusion|Health insurance co-ops have difficulty controlling costs and premiums.
6777| Health insurance cooperatives|premise|"""Despite efforts to negotiate lower premiums, cooperatives have only been able to offer premiums that are comparable to those in the general small group market."
6778| Health insurance cooperatives|conclusion|Rates between health care co-ops varies significantly.
6778| Health insurance cooperatives|premise|"""Rates could also vary dramatically, depending on regional differences in health costs and the size and makeup of co-op pools."
6779| Health insurance cooperatives|conclusion|Co-ops are equally inefficient as public insurance.
6779| Health insurance cooperatives|premise|"""As a concept, health insurance co-ops are attractive because ostensibly, they would be run by the consumer, for the benefit of the consumer, and with no profit motive, premiums theoretically should be cheaper."
6781| Health insurance cooperatives|conclusion|Co-ops implement a more holistic, preventive approach.
6781| Health insurance cooperatives|premise|"""Dr."
6782| Health insurance cooperatives|conclusion|Democratic nature of health insurance co-ops enhances quality.
6782| Health insurance cooperatives|premise|"Senator Kent Conrad (D-ND), the ranking member of the Senate Finance Committee, said in June of 2009: ""The democratic nature of co-ops could encourage increased quality and appropriate utilization and could help foster care integration and other delivery system reforms""."
6783| Health insurance cooperatives|conclusion|Co-ops cannot collect wide data on outcomes.
6783| Health insurance cooperatives|premise|"""cooperatives would lack the scale and authority to  collect wide data on outcomes or effect major change in the system."
6784| Health insurance cooperatives|conclusion|Health insurance cooperatives are not very portable.
6784| Health insurance cooperatives|premise|"""Health insurance co-ops wouldn’t solve the problem of insurance portability either."
6785| Health insurance cooperatives|conclusion|Co-ops create tensions between doctors and governing boards.
6785| Health insurance cooperatives|premise|"""Q."
6786| Health insurance cooperatives|conclusion|Co-ops are a good compromise and alternative to public plan.
6786| Health insurance cooperatives|premise|The public plan is too contentious to pass.
6787| Health insurance cooperatives|conclusion|Co-ops more politically feasible than public insurance.
6787| Health insurance cooperatives|premise|""" Votes."
6788| Health insurance cooperatives|conclusion|Public insurance should not be compromised away to insurance lobby.
6788| Health insurance cooperatives|premise|"""I think the larger issue is that you sort of can’t “compromise” around the core political issues here."
6789| Health insurance cooperatives|conclusion|Co-ops are a political solution rather than a health care solution.
6789| Health insurance cooperatives|premise|Gov.
6790| Health insurance cooperatives|conclusion|Political difficulty of public insurance is no argument against it.
6790| Health insurance cooperatives|premise|That something is political difficult, with significant opposition, does not mean it is a bad idea.
6791| Health insurance cooperatives|conclusion|"""Not enough votes"" does not justify voting no."
6791| Health insurance cooperatives|premise|"Many Senators argue that there are not enough votes for a public plan (60 are needed for a ""filibuster proof"" majority)."
6792| Health insurance cooperatives|conclusion|Co-ops are non-profits and avoid government control.
6792| Health insurance cooperatives|premise|"Kent Conrad, a ranking member of the Senate Finance Committee, who originally proposed co-ops as an alternative to the public option in June of 2009, said: "" meets the objections of many Republicans and some Democrats as well."
6793| Health insurance cooperatives|conclusion|Some government involvement in co-ops is justified.
6793| Health insurance cooperatives|premise|Government involvement is not toxic.
6794| Health insurance cooperatives|conclusion|Health insurance co-ops are self-sustaining, not taxpayer-dependent.
6794| Health insurance cooperatives|premise|Sen.
6795| Health insurance cooperatives|conclusion|Insurance co-ops will require government involvement/problems.
6795| Health insurance cooperatives|premise|"""It would be an enormously complex undertaking — almost as difficult as trying to establish nationalized health care."
6796| Health insurance cooperatives|conclusion|Co-ops are a slippery slope to socialized medicine.
6796| Health insurance cooperatives|premise|"""There are slippery slope arguments against health insurance co-ops as well."
6797| Health insurance cooperatives|conclusion|Advocates of co-ops are really aiming for socialized medicine.
6797| Health insurance cooperatives|premise|Senator Jim DeMint (R-S.
6798| Health insurance cooperatives|conclusion|Supporters of co-ops will never reduce government involvement.
6798| Health insurance cooperatives|premise|Taxpayers and politicians are likely to become too invested in co-ops to ever agree to eliminate or even reduce the government's likely role in them.
6799| Health insurance cooperatives|conclusion|Government may never let health insurance co-ops fail.
6799| Health insurance cooperatives|premise|"Robert Zirkelbach, a spokesman for America's Health Insurance Plans, said the alternative being thrown out by the administration raises many questions: ""would the government ever allow this entity to fail? If not, then you'd have the health care version of Fannie Mae and Freddie Mac."
6801| Health insurance cooperatives|conclusion|General statements in support of health insurance co-ops.
6801| Health insurance cooperatives|premise|This page includes general statements in favor of public health insurance co-ops.
6802| Health insurance cooperatives|conclusion|General statements against health care cooperatives.
6802| Health insurance cooperatives|premise|Glen Stream, an AAFP board member and a family physician in Spokane, Wash.
6803| Health insurance mandates|conclusion|Mandates counteract insurers denying coverage to the unhealthy.
6803| Health insurance mandates|premise|exclusion periods for coverage of preexisting conditions, benefit riders that permanently exclude particular types of care, higher premium rates or cost-sharing requirements for people with health problems, and outright denials of coverage.
6804| Health insurance mandates|conclusion|Uninsured increase costs for all.
6804| Health insurance mandates|premise|The uninsured do two things that add to costs.
6805| Health insurance mandates|conclusion|Uninsured degrade care for all.
6805| Health insurance mandates|premise|"""When a significant number of patients is unable to pay for care, such as the 20 percent of Americans currently in that situation, not only do costs increase for everyone but quality of care decreases, as limited human and material resources are drained to support those unable to financially contribute to the system."
6806| Health insurance mandates|conclusion|Mandates limit freedoms of few to protect freedoms of many.
6806| Health insurance mandates|premise|"""While some complain about the loss of personal freedoms for a few, avoiding mandates would lead to further unnecessary yet significant financial burdens for everyone."
6807| Health insurance mandates|conclusion|Mandatory insurance violates right of individual judgement.
6807| Health insurance mandates|premise|"""Mandatory insurance violates the rights of insurers and individuals to act on their own judgment."
6808| Health insurance mandates|conclusion|Mandatory insurance violates right to engage in contracts.
6808| Health insurance mandates|premise|"""Mandatory insurance violates individual rights in several ways."
6809| Health insurance mandates|conclusion|Mandates protect taxpayers from burden of uninsured.
6809| Health insurance mandates|premise|"""A mandate to buy what? In automobile insurance it’s typically to protect other people against the damage the driver might do to them."
6810| Health insurance mandates|conclusion|Uninsured free-riders are no big problem.
6810| Health insurance mandates|premise|"""how big is the free-rider problem, really? First, we should note that not all free riders are uninsured."
6811| Health insurance mandates|conclusion|Mandates are best way to get to universal coverage.
6811| Health insurance mandates|premise|"Bradley Herring, a health economist at Johns Hopkins University: ""Without an individual mandate, you're never going to get to universal coverage."
6812| Health insurance mandates|conclusion|General statements in favor of health insurance mandates.
6812| Health insurance mandates|premise|"Senate Finance Committee Chairman Max Baucus, a Democrat who is helping write healthcare legislation, in a March 2009 speech to the Center for American Progress think tank said, ""An individual obligation to get health coverage is essential."
6813| Health insurance mandates|conclusion|Mandates will not produce universal care as many will not comply.
6813| Health insurance mandates|premise|"""The Problem of Noncompliance  of course, the mandate will not work exactly as planned."
6814| Health insurance mandates|conclusion|Premise of insurance mandates, that health care is a right, is false.
6814| Health insurance mandates|premise|Many argue that health care is a right, and thus that universal health care is a necessary provision.
6821| Health insurance mandates|conclusion|Mandatory health insurance ensures appropriate pooling of risk.
6821| Health insurance mandates|premise|"""'Insurance, in its simplest form, works by pooling risks: many pay a premium up front, and then those who face a bad outcome (getting sick, being in a car accident, having their home burn down) get paid out of those collected premiums,' explained Katherine Baicker, a professor of health economics at Harvard’s School of Public Health."
6822| Health insurance mandates|conclusion|Without mandates insurers focus on risk instead of costs.
6822| Health insurance mandates|premise|"""the voluntary insurance system has also distracted insurers from developing incentives and mechanisms for efficiently managing health care costs."
6823| Health insurance mandates|conclusion|Mandates include young and healthy, spread risk and costs.
6823| Health insurance mandates|premise|"""Bringing everyone into the insurance pool -- particularly young, healthy customers -- spreads the risk and lowers overall costs."
6824| Health insurance mandates|conclusion|Insurance mandates require costly government subsidies.
6824| Health insurance mandates|premise|"""Costs to the state government have skyrocketed and are projected to run hundreds of millions of dollars over budget."
6825| Health insurance mandates|conclusion|Insurance mandates force citizens to buy special-interest benefits.
6825| Health insurance mandates|premise|"""Under any system of mandatory insurance, the government must necessarily define what constitutes acceptable insurance."
6826| Health insurance mandates|conclusion|Only markets, not mandates, reduce cost of insurance.
6826| Health insurance mandates|premise|"""But the kind of centralized, government-dominated proposals he endorses elsewhere in his letter have a poor track record of producing the savings he needs for this plan to work."
6829| Health insurance mandates|conclusion|Health insurance mandates need not be perfectly enforced to be effective.
6829| Health insurance mandates|premise|The most important thing with health insurance mandates - and penalties for non-compliance - is that they create a general incentive to buy insurance and a general discouragement of going without.
6830| Health insurance mandates|conclusion|Mandatory health insurance has strong bipartisan support.
6830| Health insurance mandates|premise|Thus necessary policies can be easily implemented.
6831| Health insurance mandates|conclusion|Mandatory health insurance cannot be effectively enforced.
6831| Health insurance mandates|premise|"""consider that those who refuse to get insurance may be fined."
6832| Health insurance mandates|conclusion|Health insurance mandates preserve markets, limit govt.
6832| Health insurance mandates|premise|"""The answer proposed by John Kerry and John Edwards is to continue the creeping socialization of medicine that Americans have been experiencing since the 1960s."
6833| Health insurance mandates|conclusion|Less government, not more, is answer for uninsured.
6833| Health insurance mandates|premise|"""Liberals are wrong when they blame the failure of the Massachusetts plan on the free market."
6834| Health insurance mandates|conclusion|Health insurance mandates do not foster responsibility.
6834| Health insurance mandates|premise|"""Nor does mandatory health insurance promote “personal responsibility,” as conservatives claim."
6835| Health insurance mandates|conclusion|Mandates in society are very rare and exceptional.
6835| Health insurance mandates|premise|"A Congress Budget Office report on the 1994 health insurance proposals of the Clinton Administration in the United States: ""A mandate requiring all individuals to purchase health insurance would be an unprecedented form of federal action."
6836| Health insurance mandates|conclusion|Mandatory health insurance is analogous to mandatory car insurance.
6836| Health insurance mandates|premise|Mandatory car insurance is accepted as an important and necessary means of protecting other drivers, so too should health insurance mandates be accepted as a means of protecting other taxpayers.
6837| Health insurance mandates|conclusion|Auto insur. mandate is for other drivers, not like health insur. mandate.
6837| Health insurance mandates|premise|"Former Department of Health and Human Services officials Peter Urbanowicz and Dennis Smith wrote for the Federalist Society: ""The primary purpose of the auto insurance mandate was to provide financial protection for people that a driver may harm, and not necessarily for the driver himself as health insurance mandates do."
6838| Health insurance mandates|conclusion|Auto insur. mandate is avoidable, unlike health insur. mandate.
6838| Health insurance mandates|premise|"Michael Cannon, director of health policy studies at the Cato Institute: ""You can avoid the auto insurance mandate by divesting yourself of a car."
6839| Health insurance mandates|conclusion|"Auto insurance is ""quid pro quo"" for license to drive."
6839| Health insurance mandates|premise|The state issues drivers licenses as a privileged.
6840| Health insurance mandates|conclusion|MA insurance mandates are performing pretty well.
6840| Health insurance mandates|premise|"""I’ve been getting a fair bit of mail from people who have heard that things are going very badly in Massachusetts."
6841| Health insurance mandates|conclusion|Mandatory health insurance has failed in Massachusetts.
6841| Health insurance mandates|premise|"""Three years ago, Massachusetts adopted a plan requiring all residents to purchase health insurance, with state subsidies for lower-income residents."
6842| Health insurance mandates|conclusion|Mandates are less radical than a single-payer system.
6842| Health insurance mandates|premise|A single-payer system is very radical in places such as the United States, requiring the complete abolition of the insurance industry.
6843| Health insurance mandates|conclusion|Mandates unnecessary in a single-payer system.
6843| Health insurance mandates|premise|"""There would be no need for an individual mandate in a single-payer system, since everyone would be covered automatically and it would be paid for through their income and payroll taxes."
6844| Health insurance mandates|conclusion|Mandates send stronger signal than automatic but voluntary enrollment.
6844| Health insurance mandates|premise|Mandates send the signal that health insurance is necessary in society, both for personal well-being and for the well-being of other taxpayers and members of society.
6845| Health insurance mandates|conclusion|Automatic-enrollment is better alternative to insurance mandates.
6845| Health insurance mandates|premise|"""President Obama should propose using a mandate as the last resort, not the first."
6846| Health insurance mandates|conclusion|Employers should be required to offer insurance to employees.
6846| Health insurance mandates|premise|"Leslie Dach, executive vice president of corporate affairs and government relations for Wal-Mart, said in July of 2009: ""At Wal-Mart, we believe in shared responsibility and support an employer mandate that is broad and fair."
6847| Health insurance mandates|conclusion|Insurance mandates violate the rights of employers.
6847| Health insurance mandates|premise|Insurance mandates on employers violates the rights of employers to freely offer attractive packages to their employees and to engage in contracts generally.
6848| Health insurance mandates|conclusion|Insurance mandates should be placed on individuals if anything.
6848| Health insurance mandates|premise|Health insurance should no longer be associated with businesses.
6849| High-speed rail|conclusion|High-speed train stations can be positioned in city centers.
6849| High-speed rail|premise|While the travel time by plane itself cannot be beaten by currently known high-speed trains, the airports usually lie rather far from cities (due to the noise created by aircraft) and this increases the overall time needed for a trip.
6850| High-speed rail|conclusion|No need to turn off electronics, etc., on trains.
6850| High-speed rail|premise|"""High speed rail offers its riders the easiest, most comfortable way to travel."
6851| High-speed rail|conclusion|High-speed rail allows people to see/visit new places.
6851| High-speed rail|premise|"""I’ve talked to people who choose to go day trips to places they’ve never considered before after seeing them from a train window."
6852| High-speed rail|conclusion|High-speed rail helps relieve air-travel congestion.
6852| High-speed rail|premise|"""HIGH SPEED RAIL = FREEDOM! Freedom from the daily hassles, delays, dangers, and problems America's transportation systems have become."
6853| High-speed rail|conclusion|Rail travel has fewer weather related delays.
6853| High-speed rail|premise|Rail travel has less weather dependency than air travel.
6854| High-speed rail|conclusion|Airplanes better than high-speed trains for long distances.
6854| High-speed rail|premise|"""For long distances, the advantage of air travel over the train is obvious."
6855| High-speed rail|conclusion|Improving airport access better than new high-speed rail.
6855| High-speed rail|premise|If the problem with airports is that they are too hard to get to, then access should be improved, with public transit such as light rail systems extending to the airport.
6856| High-speed rail|conclusion|High speed rail cannot seriously displace air travel.
6856| High-speed rail|premise|"""HSR is promoted as something that can sort out nasty carbon-producing aircraft on domestic routes."
6857| High-speed rail|conclusion|Upgrading existing lines is ineffective solution.
6857| High-speed rail|premise|"""Opponents of the project have asked why we cannot simply upgrade our existing infrastructure to deal with this capacity challenge."
6858| High-speed rail|conclusion|High-speed rail has greater capacity than roads.
6858| High-speed rail|premise|Railroad tracks permit a far higher throughput of passengers per hour than a road the same width.
6859| High-speed rail|conclusion|High-speed rail offers freedom.
6859| High-speed rail|premise|"""HIGH SPEED RAIL = FREEDOM! Freedom from the daily hassles, delays, dangers, and problems America's transportation systems have become."
6860| High-speed rail|conclusion|Expanding roads and runways better than high-speed rail.
6860| High-speed rail|premise|"""The argument that not building this train system would mean building more highways and more runways doesn't hold water either."
6861| High-speed rail|conclusion|Train capacity can be increased without HSR.
6861| High-speed rail|premise|"""High-speed rail will indeed increase capacity, especially if it proceeds on German and French models and produces new lines across open countryside."
6862| High-speed rail|conclusion|Decentralized country planning better than high speed rail.
6862| High-speed rail|premise|"""We could even have a policy about developing strongly independent cities, such as those in Germany."
6863| High-speed rail|conclusion|High speed rail based on falsely seductive idea of speed.
6863| High-speed rail|premise|"""There is something quite seductive about speed."
6864| High-speed rail|conclusion|High-speed trains are highly sustainable and green.
6864| High-speed rail|premise|"""Trains are the most sustainable & green form of transportation."
6865| High-speed rail|conclusion|High speed rail efficiently increases capacity.
6865| High-speed rail|premise|"""True high speed rail (186+ mph) shortens trip times more than 70% over slower, conventional rail."
6866| High-speed rail|conclusion|More travel with high-speed rail is bad for environment.
6866| High-speed rail|premise|"""If we are serious about reducing our carbon emissions by 80% by 2050, we should not move towards higher speed, more carbon intensive forms of transport and a policy of increasing the mass of travel."
6867| High-speed rail|conclusion|Too few will ride HSR to have environmental impact.
6867| High-speed rail|premise|"""It won't relieve urban traffic congestion and its contribution to improving air quality (or reducing carbon dioxide emissions) will be negligible because it won't carry enough riders to make a big difference."
6868| High-speed rail|conclusion|High-speed rail creates many jobs.
6868| High-speed rail|premise|"""In the short term, it would create thousands of jobs planning, constructing and operating the line, as well as creating regeneration opportunities."
6869| High-speed rail|conclusion|High-speed rail fosters transit-oriented development.
6869| High-speed rail|premise|"""Transit oriented development (TOD) is the exciting new fast growing trend in creating vibrant, compact, livable, walkable communities centered around high quality train systems."
6870| High-speed rail|conclusion|High-speed rail helps businesspeople be more productive.
6870| High-speed rail|premise|"""High speed rail delivers fast, efficient transportation so riders can spend less time traveling and more time doing business."
6871| High-speed rail|conclusion|High-speed rail will get subsidies, but so do autos.
6871| High-speed rail|premise|"""automobiles and airplanes already get along with massive subsidies."
6872| High-speed rail|conclusion|High-speed rail can be funded by decreasing military spending.
6872| High-speed rail|premise|"""It seems to me that an 8."
6873| High-speed rail|conclusion|High-speed rail frees up existing rail for other purposes.
6873| High-speed rail|premise|"""High Speed Rail would also address the major rail capacity challenges that are set to arise over the next 20 years."
6874| High-speed rail|conclusion|High speed rail is a great tourist attraction.
6874| High-speed rail|premise|It is a fun ride to a big city destination.
6875| High-speed rail|conclusion|High speed rail reduces oil trade imbalance.
6875| High-speed rail|premise|It pays for itself by significantly reducing our $700 billion a year oil purchase trade deficit.
6876| High-speed rail|conclusion|High-speed rail is predominantly used by wealthy.
6876| High-speed rail|premise|"""Supporters of HSR talk about a total bill of £11bn from public funds."
6877| High-speed rail|conclusion|High-speed rail can't work without subsidies.
6877| High-speed rail|premise|"CATO's Tad DeHaven: ""As is the case with Amtrak, HSR can't compete with more efficient modes of transportation like automobiles and airplanes without massive subsidies."
6878| High-speed rail|conclusion|High speed rail not best way to create local jobs.
6878| High-speed rail|premise|"""If we really want to create jobs in all local economies, rather than drain them away along a very fast railway line, we could insulate 20m homes; make every house a mini-power station to generate and export its own electricity; sort out extremely poor quality commuter railway lines around all our cities; improve inter-regional rail links; and build 10,000 kms of segregated bike paths to connect every school, hospital, employment site and public building to every residential area."
6879| High-speed rail|conclusion|High-speed rail only works between close cities.
6879| High-speed rail|premise|"""Certain preconditions are necessary for corridor transit to work, and they don't exist in the U."
6880| High-speed rail|conclusion|High-speed rail is not a public good.
6880| High-speed rail|premise|"""the fact the biggest reason high-speed rail won't work in the U."
6881| High-speed rail|conclusion|High-speed transportation is really a private good.
6881| High-speed rail|premise|"""The problem, of course, is that high-speed rail in the U."
6883| High-speed rail|conclusion|High-speed rail safer than other forms of travel.
6883| High-speed rail|premise|From the point of view of required traffic control systems and infrastructure, high-speed rail has the added advantage of being much simpler to control due to its predictable course, even at very high passenger loads; this issue is becoming more relevant as air traffic reaches its safe limit in busy airspaces over London, New York, and other large centers.
6884| High-speed rail|conclusion|High-speed rail saves lives from car accidents.
6884| High-speed rail|premise|43,000 Americans die each year in car accidents.
6885| High-speed rail|conclusion|High-speed rail has greater risk of catastrophic accident.
6885| High-speed rail|premise|High speed rail, due to the extremely high speeds, is much more likely to result in a catastrophic accident in the event of some mistake and derailment.
6886| High-speed rail|conclusion|Unlike automobiles, rail fosters a sense of community.
6886| High-speed rail|premise|Trains bring people together to share in a trip.
6887| High-speed rail|conclusion|Cars/freeways better suited to independent spirit.
6887| High-speed rail|premise|"""Overall, in America we have much better road networks than most other countries and have developed over the years an independent spirit more suited to the car than the train."
6888| HIV status should be made public|conclusion|Many people disregard the risks to others.
6888| HIV status should be made public|premise|It should be made public as in many cases we have seen hiv+ person, despite knowing that he is infected, marrys, thus transmitting the disease to the spouse as well as future progeny.
6889| HIV status should be made public|conclusion|Violates Privacy of Responsible HIV+ People.
6889| HIV status should be made public|premise|Most people who know they have HIV will let their partners or at least use contraception, and some limit themselves to other people with the disease.
6890| HIV status should be made public|conclusion|Exposing HIV status is a good public warning system.
6890| HIV status should be made public|premise|With HIV being such a potent and stigmatised disease, people would regard this 'warning' seriously and it would deter people from having sex with HIV positive people.
6891| HIV status should be made public|conclusion|People are unlikely to check before having sex.
6891| HIV status should be made public|premise|When people are about to have sex, especially with someone they just met they are unlikely to think to check a database to make sure their partner doesn't have HIV.
6893| Home plate collision rule in baseball|conclusion|Home plate collisions are essential tension of offense/defense.
6893| Home plate collision rule in baseball|premise|"""Rounding the bases, getting to home plate and putting a run on the board for your team is what the game of baseball is all about."
6894| Home plate collision rule in baseball|conclusion|"Home base collisions are essential characteristic of ""hardball""."
6894| Home plate collision rule in baseball|premise|"""Posey's injury isn't the first injury to result from a collision, and it likely won't be the last."
6895| Home plate collision rule in baseball|conclusion|Runners throw themselves at fielder at second base as well.
6895| Home plate collision rule in baseball|premise|"""The argument has been made that at no other base does the runner launch his body at the fielder without trying to slide into the base first."
6896| Home plate collision rule in baseball|conclusion|Home base collisions shouldn't be preserved for tradition's sake.
6896| Home plate collision rule in baseball|premise|Just because it's been around for a while does not make it right or necessarily worth preserving.
6897| Home plate collision rule in baseball|conclusion|Home plate contact isn't an important part of game.
6897| Home plate collision rule in baseball|premise|"""Contact isn’t an important part of the game like it is in football, and it isn’t necessary at the plate."
6898| Home plate collision rule in baseball|conclusion|Home plate collisions turn baseball players into gladiators.
6898| Home plate collision rule in baseball|premise|"""I was a catcher in high school, and I was trained how to block the plate while trying to keep myself alive."
6899| Home plate collision rule in baseball|conclusion|Home base collisions are exciting to watch.
6899| Home plate collision rule in baseball|premise|"""When they do occur, they’re exciting."
6900| Home plate collision rule in baseball|conclusion|Pro baseball players are paid to take risks, entertain.
6900| Home plate collision rule in baseball|premise|Fosse told the San Francisco Chronicle.
6901| Home plate collision rule in baseball|conclusion|People shouldn't enjoy watching violent hits at home plate.
6901| Home plate collision rule in baseball|premise|Why is it that people seem to enjoy aggressive hits at home plate? If they do, it's probably for the wrong reasons.
6902| Home plate collision rule in baseball|conclusion|The game is worse off with good catchers injured.
6902| Home plate collision rule in baseball|premise|"""It’s in the best interest of the sport to keep the likes of Buster Posey and Carlos Santana healthy and on the field."
6903| Home plate collision rule in baseball|conclusion|Being a catcher means accepting certain inherent risks.
6903| Home plate collision rule in baseball|premise|"""Catchers are catchers because they are willing to be leaders and sacrifice their bodies."
6904| Home plate collision rule in baseball|conclusion|Injuries are part of game, don't justify rule changes.
6904| Home plate collision rule in baseball|premise|"""No one likes to see people get hurt."
6905| Home plate collision rule in baseball|conclusion|Catchers don't have to block the plate.
6905| Home plate collision rule in baseball|premise|They can swipe an incoming runner out just as effectively.
6906| Home plate collision rule in baseball|conclusion|Home base collisions, injuries too rare to justify ban.
6906| Home plate collision rule in baseball|premise|"""These days, though, hard, smash-mouth collisions at the plate are rare birds, close to extinction."
6907| Home plate collision rule in baseball|conclusion|That catchers know risks doesn't mean risks can't be reduced.
6907| Home plate collision rule in baseball|premise|"""Another argument is that Posey and all catchers understand the risk when they sign up to play catcher."
6908| Home plate collision rule in baseball|conclusion|Catcher pads are not meant for human collisions.
6908| Home plate collision rule in baseball|premise|"""I also saw this argument, but I don’t think it was common."
6909| Home plate collision rule in baseball|conclusion|Why subject pitchers to even more risks.
6909| Home plate collision rule in baseball|premise|"""Major League catchers already endure enough wear and tear on their bodies as is."
6910| Home plate collision rule in baseball|conclusion|Many collisions have caused career-changing injuries.
6910| Home plate collision rule in baseball|premise|"Giants manager Bruce Bochy, a former catcher who had multiple head injuries in his playing days, called on Major League Baseball to explore ideas to protect players after the Buster Posey injury: ""I think we do need to consider changing the rules here a little bit because the catcher is so vulnerable and there's so many who have gotten hurt."
6911| Home plate collision rule in baseball|conclusion|Runner can't just stop if catcher has ball.
6911| Home plate collision rule in baseball|premise|"Ray Fosse, who was famously injured by Pete Rose in a home base collision, defended such collisions, arguing in 2011: ""The idea is to score runs."
6912| Home plate collision rule in baseball|conclusion|Banning collisions would give unfair advantage to runner/catcher.
6912| Home plate collision rule in baseball|premise|"""Collisions at home plate aren't always necessary, and should be occur sparingly, but to regulate them would inevitably hand either the baserunner or the catcher an unnecessary advantage in close-play situations."
6914| Home plate collision rule in baseball|conclusion|Home plate collisions can be easily banned without changing game.
6914| Home plate collision rule in baseball|premise|"""Just change the rules and make intentional contact with a catcher illegal, and make it illegal for catcher’s to impede the baserunner’s ability to run directly towards home plate."
6915| Home plate collision rule in baseball|conclusion|Runners would easily adjust to slide into home plate.
6915| Home plate collision rule in baseball|premise|"""The next argument is what you would have the runner do instead."
6916| Home plate collision rule in baseball|conclusion|Ending home plate collisions can be neutral for catcher, runner.
6916| Home plate collision rule in baseball|premise|"""Yes, it’s a dangerous play regardless, but those who would change the rules should change it in favor of the runner and the catcher."
6917| Home plate collision rule in baseball|conclusion|Dangers are involved in every sport.
6917| Home plate collision rule in baseball|premise|"Former All-Star catcher Bob Boone: ""It's in every sport that we have, there are dangers there."
6918| Home plate collision rule in baseball|conclusion|Other sports have changed rules to make game safer.
6918| Home plate collision rule in baseball|premise|"""changing rules about trying to score on fly balls would not fundamentally change the game."
6919| Home Schooling|conclusion|Parents are responsible for carrying out their children’s education.
6919| Home Schooling|premise|There is no logic that necessarily requires them to surrender that responsibility to the state.
6920| Home Schooling|conclusion|Homeschooling creates more educational opportunities.
6920| Home Schooling|premise|"""This state needs more educational options, not fewer, and an appeals court ruling in February definitely worked against this goal."
6921| Home Schooling|conclusion|Homeschooling jeopardizes a child's right to a good education.
6921| Home Schooling|premise|The most important thing in this debate is ensuring children receive the decent education which they have a right to - something that, with its resources, experience and expertise, the state is best placed to do.
6922| Home Schooling|conclusion|We should trust parents to know what is best for their children.
6922| Home Schooling|premise|parents care more, because it’s their child.
6923| Home Schooling|conclusion|It is wrong that home schooling will necessarily be of poor quality.
6923| Home Schooling|premise|Many parents will be fantastic teachers.
